Call ID,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,Talk Duration,Satisfaction rating
ID3795,Darshan,03-07-2025,16:46:34,Streaming,Y,Y,19,143,3
ID3796,Jignesh,03-07-2025,16:46:34,Contract related,Y,Y,96,321,4
ID3797,Jatin,03-07-2025,16:58:05,Admin Support,Y,Y,13,97,5
ID3798,Bhaskar,03-07-2025,16:58:05,Admin Support,Y,N,22,349,5
ID3799,Sonal,03-07-2025,17:15:22,Streaming,N,N,,0,
ID3800,Dhruv,03-07-2025,17:15:22,Technical Support,N,N,,0,
ID3801,Dhruv,03-08-2025,09:07:12,Admin Support,Y,Y,43,204,3
ID3802,Madhuri,03-08-2025,09:07:12,Contract related,Y,Y,39,239,2
ID3803,Darshan,03-08-2025,09:57:36,Technical Support,Y,Y,26,99,5
ID3804,Bhaskar,03-08-2025,09:57:36,Streaming,Y,Y,27,254,2
ID3805,Darshan,03-08-2025,10:24:58,Payment related,Y,Y,72,420,5
ID3806,Dhruv,03-08-2025,10:24:58,Contract related,Y,Y,77,31,4
ID3807,Madhuri,03-08-2025,10:29:17,Admin Support,Y,Y,119,51,3
ID3808,Darshan,03-08-2025,10:29:17,Contract related,Y,Y,30,113,4
ID3809,Bhaskar,03-08-2025,10:36:29,Payment related,Y,Y,112,226,4
ID3810,Jignesh,03-08-2025,10:36:29,Admin Support,Y,Y,34,317,2
ID3811,Gopal,03-08-2025,11:19:41,Technical Support,Y,Y,99,85,3
ID3812,Gopal,03-08-2025,11:19:41,Admin Support,N,N,,0,
ID3813,Jignesh,03-08-2025,11:22:34,Admin Support,Y,Y,40,168,4
ID3814,Madhuri,03-08-2025,11:22:34,Streaming,Y,Y,55,198,3
ID3815,Gopal,03-08-2025,12:23:02,Admin Support,Y,Y,79,85,3
ID3816,Gopal,03-08-2025,12:23:02,Technical Support,Y,Y,67,231,3
ID3817,Sonal,03-08-2025,12:25:55,Admin Support,Y,Y,68,67,4
ID3818,Jatin,03-08-2025,12:25:55,Streaming,Y,N,69,388,5
ID3819,Dhruv,03-08-2025,13:07:41,Technical Support,N,N,,0,
ID3820,Dhruv,03-08-2025,13:07:41,Payment related,Y,Y,29,155,3
ID3821,Dhruv,03-08-2025,13:10:34,Technical Support,Y,N,62,322,3
ID3822,Sonal,03-08-2025,13:10:34,Payment related,Y,Y,109,319,4
ID3823,Madhuri,03-08-2025,13:33:36,Payment related,Y,Y,59,270,3
ID3824,Jatin,03-08-2025,13:33:36,Technical Support,Y,Y,51,181,4
ID3825,Gopal,03-08-2025,13:46:34,Streaming,Y,Y,11,322,4
ID3826,Sonal,03-08-2025,13:46:34,Admin Support,N,N,,0,
ID3827,Jatin,03-08-2025,13:50:53,Payment related,Y,Y,44,206,4
ID3828,Sonal,03-08-2025,13:50:53,Payment related,Y,Y,35,236,2
ID3829,Bhaskar,03-08-2025,13:55:12,Streaming,Y,Y,17,218,1
ID3830,Dhruv,03-08-2025,13:55:12,Streaming,Y,Y,105,368,4
ID3831,Darshan,03-08-2025,14:35:31,Streaming,N,N,,0,
ID3832,Gopal,03-08-2025,14:35:31,Technical Support,N,N,,0,
ID3833,Darshan,03-08-2025,15:00:00,Admin Support,Y,Y,10,34,5
ID3834,Bhaskar,03-08-2025,15:00:00,Payment related,Y,Y,110,114,3
ID3835,Gopal,03-08-2025,15:04:19,Payment related,Y,Y,41,73,5
ID3836,Sonal,03-08-2025,15:04:19,Contract related,Y,Y,46,150,4
ID3837,Madhuri,03-08-2025,15:25:55,Admin Support,Y,Y,109,182,3
ID3838,Bhaskar,03-08-2025,15:25:55,Technical Support,Y,Y,18,179,5
ID3839,Bhaskar,03-08-2025,15:40:19,Payment related,Y,Y,61,141,4
ID3840,Dhruv,03-08-2025,15:40:19,Streaming,Y,N,42,245,3
ID3841,Darshan,03-08-2025,16:37:55,Payment related,Y,Y,105,315,3
ID3842,Madhuri,03-08-2025,16:37:55,Admin Support,Y,Y,85,34,3
ID3843,Bhaskar,03-08-2025,17:00:58,Contract related,Y,N,95,305,3
ID3844,Dhruv,03-08-2025,17:00:58,Payment related,Y,Y,71,60,5
ID3845,Gopal,03-08-2025,17:31:12,Payment related,Y,Y,15,292,3
ID3846,Bhaskar,03-08-2025,17:31:12,Admin Support,Y,Y,21,171,5
ID3847,Darshan,03-08-2025,17:38:24,Streaming,Y,N,123,123,4
ID3848,Jignesh,03-08-2025,17:38:24,Admin Support,Y,Y,107,239,1
ID3849,Jatin,03-08-2025,17:48:29,Streaming,Y,Y,93,410,3
ID3850,Dhruv,03-08-2025,17:48:29,Payment related,Y,Y,110,31,4
ID3851,Darshan,03-08-2025,17:48:29,Streaming,Y,Y,18,127,5
ID3852,Jignesh,03-08-2025,17:48:29,Contract related,Y,Y,33,283,3
ID3853,Jignesh,03-08-2025,17:51:22,Contract related,Y,Y,71,276,4
ID3854,Dhruv,03-08-2025,17:51:22,Admin Support,Y,Y,19,307,4
ID3855,Dhruv,03-08-2025,17:52:48,Payment related,Y,Y,93,401,4
ID3856,Darshan,03-08-2025,17:52:48,Technical Support,Y,Y,43,219,1
ID3857,Darshan,03-09-2025,09:18:43,Technical Support,Y,N,92,293,5
ID3858,Madhuri,03-09-2025,09:18:43,Contract related,Y,Y,19,314,3
ID3859,Dhruv,03-09-2025,09:40:19,Contract related,N,N,,0,
ID3860,Bhaskar,03-09-2025,09:40:19,Contract related,Y,Y,66,135,1
ID3861,Gopal,03-09-2025,10:13:26,Contract related,Y,Y,47,136,4
ID3862,Dhruv,03-09-2025,10:13:26,Technical Support,Y,Y,80,323,3
ID3863,Gopal,03-09-2025,10:27:50,Streaming,Y,Y,82,217,2
ID3864,Madhuri,03-09-2025,10:27:50,Technical Support,Y,Y,88,171,1
ID3865,Madhuri,03-09-2025,10:29:17,Technical Support,Y,Y,51,86,4
ID3866,Bhaskar,03-09-2025,10:29:17,Contract related,Y,N,41,324,3
ID3867,Darshan,03-09-2025,10:30:43,Payment related,Y,Y,46,174,1
ID3868,Madhuri,03-09-2025,10:30:43,Technical Support,Y,Y,113,401,4
ID3869,Darshan,03-09-2025,11:02:24,Admin Support,Y,Y,52,176,4
ID3870,Darshan,03-09-2025,11:02:24,Technical Support,Y,Y,77,301,3
ID3871,Gopal,03-09-2025,11:03:50,Streaming,Y,Y,119,116,1
ID3872,Darshan,03-09-2025,11:03:50,Payment related,N,N,,0,
ID3873,Jatin,03-09-2025,11:22:34,Admin Support,Y,Y,63,50,3
ID3874,Bhaskar,03-09-2025,11:22:34,Streaming,Y,N,41,381,4
ID3875,Darshan,03-09-2025,11:48:29,Contract related,Y,Y,93,400,5
ID3876,Bhaskar,03-09-2025,11:48:29,Streaming,Y,N,63,306,2
ID3877,Darshan,03-09-2025,13:22:05,Contract related,N,N,,0,
ID3878,Madhuri,03-09-2025,13:22:05,Streaming,Y,N,43,117,2
ID3879,Jignesh,03-09-2025,13:26:24,Payment related,Y,Y,88,156,4
ID3880,Sonal,03-09-2025,13:26:24,Contract related,Y,Y,100,66,4
ID3881,Darshan,03-09-2025,13:45:07,Admin Support,N,N,,0,
ID3882,Sonal,03-09-2025,13:45:07,Admin Support,Y,Y,108,61,5
ID3883,Gopal,03-09-2025,15:21:36,Payment related,Y,Y,88,241,3
ID3884,Darshan,03-09-2025,15:21:36,Payment related,N,N,,0,
ID3885,Bhaskar,03-09-2025,15:23:02,Contract related,Y,Y,72,283,3
ID3886,Jatin,03-09-2025,15:23:02,Streaming,Y,Y,52,211,5
ID3887,Sonal,03-09-2025,15:27:22,Technical Support,Y,Y,15,283,5
ID3888,Dhruv,03-09-2025,15:27:22,Payment related,Y,Y,113,289,3
ID3889,Madhuri,03-09-2025,15:41:46,Technical Support,Y,Y,123,302,1
ID3890,Gopal,03-09-2025,15:41:46,Payment related,Y,Y,97,121,4
ID3891,Bhaskar,03-09-2025,15:43:12,Admin Support,Y,Y,22,280,3
ID3892,Gopal,03-09-2025,15:43:12,Contract related,Y,Y,62,396,5
ID3893,Bhaskar,03-09-2025,15:44:38,Contract related,Y,N,79,362,1
ID3894,Darshan,03-09-2025,15:44:38,Payment related,Y,Y,85,187,4
ID3895,Sonal,03-09-2025,15:59:02,Technical Support,Y,Y,74,47,5
ID3896,Jignesh,03-09-2025,15:59:02,Streaming,Y,Y,61,300,4
ID3897,Darshan,03-09-2025,16:52:19,Payment related,Y,Y,81,275,2
ID3898,Jatin,03-09-2025,16:52:19,Admin Support,N,N,,0,
ID3899,Jatin,03-09-2025,16:59:31,Contract related,Y,Y,74,377,5
ID3900,Sonal,03-09-2025,16:59:31,Contract related,Y,N,32,259,4
ID3901,Gopal,03-09-2025,17:06:43,Technical Support,Y,Y,99,264,3
ID3902,Bhaskar,03-09-2025,17:06:43,Admin Support,N,N,,0,
ID3903,Dhruv,03-10-2025,09:12:58,Technical Support,Y,Y,75,169,5
ID3904,Madhuri,03-10-2025,09:12:58,Payment related,N,N,,0,
ID3905,Dhruv,03-10-2025,09:18:43,Technical Support,Y,Y,114,273,5
ID3906,Gopal,03-10-2025,09:18:43,Technical Support,N,N,,0,
ID3907,Jignesh,03-10-2025,09:51:50,Admin Support,Y,Y,50,373,3
ID3908,Jignesh,03-10-2025,09:51:50,Technical Support,N,N,,0,
ID3909,Jignesh,03-10-2025,10:06:14,Admin Support,Y,N,115,190,2
ID3910,Bhaskar,03-10-2025,10:06:14,Admin Support,Y,Y,48,91,4
ID3911,Jatin,03-10-2025,10:07:41,Payment related,Y,Y,16,115,1
ID3912,Sonal,03-10-2025,10:07:41,Technical Support,Y,Y,74,397,5
ID3913,Jatin,03-10-2025,10:22:05,Payment related,N,N,,0,
ID3914,Gopal,03-10-2025,10:22:05,Contract related,N,N,,0,
ID3915,Gopal,03-10-2025,10:26:24,Streaming,N,N,,0,
ID3916,Sonal,03-10-2025,10:26:24,Streaming,Y,Y,37,305,5
ID3917,Madhuri,03-10-2025,12:04:19,Payment related,Y,Y,125,122,3
ID3918,Darshan,03-10-2025,12:04:19,Admin Support,Y,Y,42,235,3
ID3919,Jignesh,03-10-2025,12:48:58,Payment related,N,N,,0,
ID3920,Bhaskar,03-10-2025,12:48:58,Streaming,Y,Y,43,36,3
ID3921,Bhaskar,03-10-2025,13:29:17,Streaming,Y,Y,74,160,4
ID3922,Jatin,03-10-2025,13:29:17,Admin Support,Y,Y,90,297,3
ID3923,Gopal,03-10-2025,13:32:10,Contract related,N,N,,0,
ID3924,Jignesh,03-10-2025,13:32:10,Admin Support,Y,Y,84,382,5
ID3925,Jatin,03-10-2025,13:42:14,Payment related,Y,Y,51,405,3
ID3926,Darshan,03-10-2025,13:42:14,Contract related,N,N,,0,
ID3927,Darshan,03-10-2025,13:45:07,Streaming,Y,N,90,263,3
ID3928,Jatin,03-10-2025,13:45:07,Admin Support,Y,Y,82,49,3
ID3929,Gopal,03-10-2025,13:48:00,Admin Support,Y,Y,77,246,3
ID3930,Madhuri,03-10-2025,13:48:00,Technical Support,N,N,,0,
ID3931,Gopal,03-10-2025,13:56:38,Contract related,Y,Y,116,31,3
ID3932,Sonal,03-10-2025,13:56:38,Payment related,Y,Y,120,84,3
ID3933,Dhruv,03-10-2025,14:00:58,Payment related,Y,Y,13,266,1
ID3934,Dhruv,03-10-2025,14:00:58,Streaming,Y,Y,26,181,3
ID3935,Sonal,03-10-2025,15:17:17,Contract related,Y,Y,93,138,3
ID3936,Dhruv,03-10-2025,15:17:17,Contract related,Y,Y,20,33,3
ID3937,Sonal,03-10-2025,15:24:29,Contract related,N,N,,0,
ID3938,Jatin,03-10-2025,15:24:29,Streaming,Y,Y,113,78,1
ID3939,Sonal,03-10-2025,16:00:29,Streaming,N,N,,0,
ID3940,Jatin,03-10-2025,16:00:29,Payment related,Y,Y,113,375,2
ID3941,Gopal,03-10-2025,16:30:43,Streaming,Y,Y,44,197,5
ID3942,Bhaskar,03-10-2025,16:30:43,Payment related,Y,Y,103,83,3
ID3943,Gopal,03-10-2025,16:46:34,Streaming,Y,Y,92,383,2
ID3944,Dhruv,03-10-2025,16:46:34,Streaming,Y,N,92,260,3
ID3945,Dhruv,03-10-2025,17:05:17,Streaming,Y,Y,33,314,5
ID3946,Dhruv,03-10-2025,17:05:17,Contract related,Y,Y,24,280,5
ID3947,Gopal,03-10-2025,17:35:31,Streaming,Y,Y,84,123,3
ID3948,Jignesh,03-10-2025,17:35:31,Technical Support,Y,Y,99,167,3
ID3949,Sonal,03-11-2025,09:10:05,Technical Support,N,N,,0,
ID3950,Darshan,03-11-2025,09:10:05,Technical Support,Y,Y,58,136,5
ID3951,Jatin,03-11-2025,09:38:53,Streaming,N,N,,0,
ID3952,Gopal,03-11-2025,09:38:53,Admin Support,Y,Y,27,88,1
ID3953,Gopal,03-11-2025,09:40:19,Payment related,Y,Y,48,44,3
ID3954,Jignesh,03-11-2025,09:40:19,Contract related,Y,Y,86,397,5
ID3955,Dhruv,03-11-2025,09:57:36,Streaming,N,N,,0,
ID3956,Gopal,03-11-2025,09:57:36,Technical Support,Y,Y,82,317,3
ID3957,Jignesh,03-11-2025,10:01:55,Technical Support,Y,Y,54,252,4
ID3958,Dhruv,03-11-2025,10:01:55,Technical Support,Y,Y,87,381,4
ID3959,Darshan,03-11-2025,10:09:07,Admin Support,Y,Y,114,375,5
ID3960,Jignesh,03-11-2025,10:09:07,Admin Support,N,N,,0,
ID3961,Jignesh,03-11-2025,10:24:58,Admin Support,Y,Y,104,48,5
ID3962,Sonal,03-11-2025,10:24:58,Streaming,Y,Y,81,170,5
ID3963,Gopal,03-11-2025,10:30:43,Payment related,Y,Y,120,237,4
ID3964,Gopal,03-11-2025,10:30:43,Payment related,N,N,,0,
ID3965,Bhaskar,03-11-2025,10:49:26,Contract related,Y,Y,72,311,3
ID3966,Sonal,03-11-2025,10:49:26,Admin Support,Y,Y,57,178,3
ID3967,Gopal,03-11-2025,10:50:53,Admin Support,Y,Y,74,48,5
ID3968,Jatin,03-11-2025,10:50:53,Streaming,Y,Y,53,342,3
ID3969,Gopal,03-11-2025,11:00:58,Payment related,Y,Y,79,137,3
ID3970,Madhuri,03-11-2025,11:00:58,Streaming,Y,Y,100,360,3
ID3971,Dhruv,03-11-2025,11:26:53,Streaming,Y,Y,116,271,3
ID3972,Darshan,03-11-2025,11:26:53,Technical Support,N,N,,0,
ID3973,Madhuri,03-11-2025,11:38:24,Streaming,Y,Y,14,104,5
ID3974,Jatin,03-11-2025,11:38:24,Streaming,Y,Y,92,101,5
ID3975,Jignesh,03-11-2025,12:02:53,Admin Support,Y,Y,92,150,1
ID3976,Jatin,03-11-2025,12:02:53,Contract related,Y,Y,78,384,4
ID3977,Madhuri,03-11-2025,12:20:10,Technical Support,Y,Y,36,42,3
ID3978,Jignesh,03-11-2025,12:20:10,Streaming,N,N,,0,
ID3979,Gopal,03-11-2025,12:20:10,Payment related,Y,Y,20,272,2
ID3980,Dhruv,03-11-2025,12:20:10,Technical Support,Y,N,29,303,5
ID3981,Sonal,03-11-2025,12:31:41,Payment related,Y,Y,119,411,3
ID3982,Madhuri,03-11-2025,12:31:41,Payment related,Y,Y,67,310,5
ID3983,Jignesh,03-11-2025,12:38:53,Streaming,N,N,,0,
ID3984,Madhuri,03-11-2025,12:38:53,Streaming,Y,Y,102,74,1
ID3985,Madhuri,03-11-2025,12:56:10,Streaming,Y,Y,72,324,4
ID3986,Darshan,03-11-2025,12:56:10,Admin Support,Y,Y,107,118,5
ID3987,Gopal,03-11-2025,12:57:36,Streaming,N,N,,0,
ID3988,Bhaskar,03-11-2025,12:57:36,Admin Support,N,N,,0,
ID3989,Jatin,03-11-2025,13:32:10,Payment related,Y,N,106,91,4
ID3990,Jatin,03-11-2025,13:32:10,Admin Support,Y,Y,68,256,2
ID3991,Dhruv,03-11-2025,13:40:48,Technical Support,Y,Y,44,398,3
ID3992,Bhaskar,03-11-2025,13:40:48,Admin Support,Y,Y,96,214,1
ID3993,Darshan,03-11-2025,13:50:53,Payment related,N,N,,0,
ID3994,Sonal,03-11-2025,13:50:53,Technical Support,Y,Y,53,34,4
ID3995,Dhruv,03-11-2025,13:56:38,Streaming,Y,Y,100,65,1
ID3996,Bhaskar,03-11-2025,13:56:38,Streaming,Y,Y,75,115,2
ID3997,Jignesh,03-11-2025,13:59:31,Payment related,Y,Y,109,259,3
ID3998,Jatin,03-11-2025,13:59:31,Payment related,Y,Y,95,134,4
ID3999,Sonal,03-11-2025,14:22:34,Contract related,Y,Y,69,59,4
ID4000,Bhaskar,03-11-2025,14:22:34,Streaming,Y,Y,113,175,5
ID4001,Jatin,03-11-2025,14:26:53,Admin Support,Y,Y,108,92,2
ID4002,Jatin,03-11-2025,14:26:53,Streaming,Y,Y,46,320,2
ID4003,Jatin,03-11-2025,14:28:19,Payment related,Y,Y,71,108,1
ID4004,Darshan,03-11-2025,14:28:19,Admin Support,Y,Y,124,172,2
ID4005,Madhuri,03-11-2025,15:21:36,Technical Support,Y,Y,79,61,4
ID4006,Darshan,03-11-2025,15:21:36,Payment related,Y,N,111,154,5
ID4007,Dhruv,03-11-2025,15:24:29,Payment related,Y,Y,27,43,4
ID4008,Bhaskar,03-11-2025,15:24:29,Streaming,Y,Y,69,222,4
ID4009,Jatin,03-11-2025,15:34:34,Payment related,Y,Y,121,316,1
ID4010,Sonal,03-11-2025,15:34:34,Streaming,Y,Y,16,375,3
ID4011,Sonal,03-11-2025,15:59:02,Contract related,N,N,,0,
ID4012,Jignesh,03-11-2025,15:59:02,Streaming,Y,N,35,368,5
ID4013,Bhaskar,03-11-2025,16:10:34,Streaming,Y,Y,85,224,3
ID4014,Dhruv,03-11-2025,16:10:34,Admin Support,Y,Y,73,177,2
ID4015,Madhuri,03-11-2025,16:13:26,Payment related,Y,Y,101,297,3
ID4016,Jignesh,03-11-2025,16:13:26,Admin Support,Y,Y,89,268,2
ID4017,Darshan,03-11-2025,17:34:05,Technical Support,Y,Y,70,301,5
ID4018,Darshan,03-11-2025,17:34:05,Contract related,Y,Y,52,332,3
ID4019,Jignesh,03-11-2025,17:39:50,Contract related,N,N,,0,
ID4020,Dhruv,03-11-2025,17:39:50,Streaming,Y,Y,91,57,1
ID4021,Jatin,03-11-2025,17:39:50,Payment related,N,N,,0,
ID4022,Darshan,03-11-2025,17:39:50,Technical Support,Y,Y,18,344,5
ID4023,Madhuri,03-12-2025,09:11:31,Contract related,Y,N,32,276,1
ID4024,Gopal,03-12-2025,09:11:31,Payment related,Y,Y,71,300,3
ID4025,Sonal,03-12-2025,09:36:00,Technical Support,Y,Y,54,155,4
ID4026,Dhruv,03-12-2025,09:36:00,Contract related,Y,Y,121,264,4
ID4027,Dhruv,03-12-2025,09:57:36,Technical Support,Y,Y,59,67,3
ID4028,Jignesh,03-12-2025,09:57:36,Contract related,Y,Y,59,63,2
ID4029,Jignesh,03-12-2025,10:01:55,Payment related,Y,Y,108,200,5
ID4030,Sonal,03-12-2025,10:01:55,Technical Support,Y,Y,35,131,4
ID4031,Sonal,03-12-2025,10:03:22,Payment related,Y,Y,22,331,5
ID4032,Darshan,03-12-2025,10:03:22,Technical Support,Y,Y,37,269,5
ID4033,Madhuri,03-12-2025,10:09:07,Payment related,Y,Y,14,412,3
ID4034,Gopal,03-12-2025,10:09:07,Payment related,N,N,,0,
ID4035,Madhuri,03-12-2025,10:12:00,Payment related,Y,Y,73,61,3
ID4036,Jatin,03-12-2025,10:12:00,Streaming,N,N,,0,
ID4037,Darshan,03-12-2025,10:22:05,Admin Support,N,N,,0,
ID4038,Jignesh,03-12-2025,10:22:05,Technical Support,Y,Y,63,175,1
ID4039,Jignesh,03-12-2025,10:42:14,Technical Support,Y,Y,64,350,4
ID4040,Jatin,03-12-2025,10:42:14,Technical Support,Y,Y,17,340,3
ID4041,Darshan,03-12-2025,11:12:29,Contract related,Y,Y,42,159,4
ID4042,Darshan,03-12-2025,11:12:29,Technical Support,Y,Y,121,247,1
ID4043,Darshan,03-12-2025,11:13:55,Payment related,Y,Y,56,209,4
ID4044,Jatin,03-12-2025,11:13:55,Technical Support,Y,Y,123,315,4
ID4045,Darshan,03-12-2025,11:16:48,Admin Support,Y,Y,27,49,5
ID4046,Dhruv,03-12-2025,11:16:48,Technical Support,Y,Y,46,229,4
ID4047,Darshan,03-12-2025,12:01:26,Technical Support,Y,Y,117,127,2
ID4048,Bhaskar,03-12-2025,12:01:26,Payment related,N,N,,0,
ID4049,Gopal,03-12-2025,12:57:36,Contract related,Y,Y,64,321,3
ID4050,Jignesh,03-12-2025,12:57:36,Contract related,Y,Y,20,168,4
ID4051,Sonal,03-12-2025,13:29:17,Contract related,Y,Y,21,394,5
ID4052,Gopal,03-12-2025,13:29:17,Technical Support,N,N,,0,
ID4053,Dhruv,03-12-2025,14:00:58,Streaming,Y,N,118,157,3
ID4054,Sonal,03-12-2025,14:00:58,Admin Support,Y,Y,105,328,2
ID4055,Jatin,03-12-2025,14:18:14,Technical Support,Y,Y,117,46,4
ID4056,Madhuri,03-12-2025,14:18:14,Payment related,Y,N,16,213,4
ID4057,Jatin,03-12-2025,14:31:12,Admin Support,Y,Y,110,121,5
ID4058,Darshan,03-12-2025,14:31:12,Admin Support,N,N,,0,
ID4059,Sonal,03-12-2025,14:32:38,Admin Support,Y,Y,57,125,5
ID4060,Jatin,03-12-2025,14:32:38,Technical Support,Y,Y,105,410,3
ID4061,Gopal,03-12-2025,14:57:07,Admin Support,Y,Y,95,372,5
ID4062,Jignesh,03-12-2025,14:57:07,Technical Support,Y,Y,19,347,2
ID4063,Bhaskar,03-12-2025,16:06:14,Technical Support,Y,Y,25,310,3
ID4064,Bhaskar,03-12-2025,16:06:14,Streaming,Y,N,65,127,2
ID4065,Jignesh,03-12-2025,16:23:31,Technical Support,Y,Y,27,168,1
ID4066,Jignesh,03-12-2025,16:23:31,Contract related,Y,Y,107,143,1
ID4067,Bhaskar,03-12-2025,17:00:58,Admin Support,Y,Y,90,219,3
ID4068,Bhaskar,03-12-2025,17:00:58,Payment related,Y,Y,45,91,3
ID4069,Dhruv,03-12-2025,17:11:02,Payment related,Y,Y,39,343,4
ID4070,Jatin,03-12-2025,17:11:02,Streaming,Y,Y,63,283,5
ID4071,Gopal,03-12-2025,17:52:48,Admin Support,Y,N,95,38,1
ID4072,Jatin,03-12-2025,17:52:48,Admin Support,Y,Y,39,324,4
ID4073,Darshan,3/13/2025,09:02:53,Admin Support,N,N,,0,
ID4074,Madhuri,3/13/2025,09:02:53,Admin Support,N,N,,0,
ID4075,Madhuri,3/13/2025,09:02:53,Admin Support,Y,Y,125,60,3
ID4076,Madhuri,3/13/2025,09:02:53,Technical Support,Y,Y,73,90,4
ID4077,Gopal,3/13/2025,09:38:53,Admin Support,Y,Y,116,56,4
ID4078,Jatin,3/13/2025,09:38:53,Technical Support,Y,Y,115,141,2
ID4079,Jatin,3/13/2025,10:49:26,Admin Support,N,N,,0,
ID4080,Sonal,3/13/2025,10:49:26,Payment related,Y,Y,56,367,2
ID4081,Dhruv,3/13/2025,11:15:22,Technical Support,Y,Y,123,159,2
ID4082,Bhaskar,3/13/2025,11:15:22,Admin Support,Y,Y,36,50,1
ID4083,Gopal,3/13/2025,11:28:19,Technical Support,Y,Y,84,93,5
ID4084,Madhuri,3/13/2025,11:28:19,Streaming,Y,Y,74,181,3
ID4085,Jignesh,3/13/2025,11:38:24,Streaming,Y,Y,20,256,5
ID4086,Madhuri,3/13/2025,11:38:24,Streaming,N,N,,0,
ID4087,Darshan,3/13/2025,11:42:43,Payment related,Y,Y,13,273,3
ID4088,Gopal,3/13/2025,11:42:43,Contract related,Y,N,28,59,3
ID4089,Dhruv,3/13/2025,13:42:14,Contract related,Y,Y,13,115,4
ID4090,Madhuri,3/13/2025,13:42:14,Streaming,Y,Y,100,73,3
ID4091,Jignesh,3/13/2025,14:13:55,Contract related,Y,Y,119,175,3
ID4092,Sonal,3/13/2025,14:13:55,Technical Support,N,N,,0,
ID4093,Madhuri,3/13/2025,14:18:14,Technical Support,Y,Y,125,343,5
ID4094,Jatin,3/13/2025,14:18:14,Streaming,N,N,,0,
ID4095,Jignesh,3/13/2025,14:38:24,Technical Support,Y,N,88,107,4
ID4096,Bhaskar,3/13/2025,14:38:24,Technical Support,Y,Y,71,34,4
ID4097,Dhruv,3/13/2025,14:41:17,Contract related,Y,Y,99,34,4
ID4098,Dhruv,3/13/2025,14:41:17,Admin Support,Y,Y,94,352,1
ID4099,Bhaskar,3/13/2025,15:00:00,Admin Support,Y,Y,115,312,1
ID4100,Bhaskar,3/13/2025,15:00:00,Contract related,Y,Y,36,311,5
ID4101,Sonal,3/13/2025,15:02:53,Payment related,Y,Y,72,232,3
ID4102,Bhaskar,3/13/2025,15:02:53,Contract related,Y,Y,51,63,3
ID4103,Darshan,3/13/2025,15:36:00,Admin Support,Y,Y,11,273,2
ID4104,Sonal,3/13/2025,15:36:00,Admin Support,Y,N,101,346,5
ID4105,Sonal,3/13/2025,15:38:53,Admin Support,Y,Y,119,337,3
ID4106,Darshan,3/13/2025,15:38:53,Technical Support,Y,Y,64,157,3
ID4107,Madhuri,3/13/2025,15:44:38,Technical Support,Y,Y,12,250,3
ID4108,Gopal,3/13/2025,15:44:38,Streaming,Y,Y,118,311,3
ID4109,Gopal,3/13/2025,15:59:02,Payment related,Y,Y,107,151,2
ID4110,Madhuri,3/13/2025,15:59:02,Payment related,Y,Y,122,303,3
ID4111,Bhaskar,3/13/2025,16:17:46,Payment related,Y,Y,41,221,4
ID4112,Bhaskar,3/13/2025,16:17:46,Streaming,Y,Y,22,43,1
ID4113,Madhuri,3/13/2025,16:53:46,Technical Support,N,N,,0,
ID4114,Madhuri,3/13/2025,16:53:46,Contract related,Y,Y,93,219,3
ID4115,Jignesh,3/13/2025,17:02:24,Admin Support,Y,Y,20,260,5
ID4116,Dhruv,3/13/2025,17:02:24,Contract related,Y,Y,90,245,4
ID4117,Bhaskar,3/13/2025,17:24:00,Technical Support,Y,Y,107,393,3
ID4118,Jignesh,3/13/2025,17:24:00,Technical Support,N,N,,0,
ID4119,Dhruv,3/13/2025,17:44:10,Contract related,Y,Y,38,343,3
ID4120,Jatin,3/13/2025,17:44:10,Contract related,N,N,,0,
ID4121,Bhaskar,3/14/2025,09:00:00,Streaming,Y,Y,50,117,4
ID4122,Gopal,3/14/2025,09:00:00,Admin Support,Y,Y,90,306,4
ID4123,Bhaskar,3/14/2025,09:20:10,Admin Support,Y,Y,22,261,4
ID4124,Jatin,3/14/2025,09:20:10,Admin Support,N,N,,0,
ID4125,Madhuri,3/14/2025,09:57:36,Streaming,Y,Y,67,305,4
ID4126,Dhruv,3/14/2025,09:57:36,Contract related,Y,Y,89,380,3
ID4127,Bhaskar,3/14/2025,10:07:41,Payment related,Y,Y,21,346,3
ID4128,Darshan,3/14/2025,10:07:41,Contract related,Y,Y,34,64,4
ID4129,Darshan,3/14/2025,10:09:07,Contract related,Y,Y,77,48,2
ID4130,Darshan,3/14/2025,10:09:07,Admin Support,Y,Y,72,165,1
ID4131,Jatin,3/14/2025,10:32:10,Streaming,Y,Y,83,121,3
ID4132,Jignesh,3/14/2025,10:32:10,Streaming,Y,Y,120,106,3
ID4133,Darshan,3/14/2025,11:09:36,Contract related,Y,Y,82,256,5
ID4134,Madhuri,3/14/2025,11:09:36,Streaming,Y,Y,61,399,5
ID4135,Jignesh,3/14/2025,11:25:26,Contract related,Y,Y,69,159,2
ID4136,Jignesh,3/14/2025,11:25:26,Technical Support,Y,N,19,257,4
ID4137,Darshan,3/14/2025,11:36:58,Technical Support,Y,Y,35,255,2
ID4138,Jignesh,3/14/2025,11:36:58,Payment related,N,N,,0,
ID4139,Jignesh,3/14/2025,11:52:48,Contract related,Y,Y,11,388,3
